阿代尔	adaier
有效磁导率	youxiaocidaolv
有效电阻	youxiaodianzu
有效高度	youxiaogaodu
有效焦距	youxiaojiaoju
有效截面	youxiaojiemian
有效落差	youxiaoluocha
有效面积	youxiaomianji
有效数字	youxiaoshuzi
有效值	youxiaozhi
有效质量	youxiaozhiliang
有源网络	youyuanwangluo
与非电路	yufeidianlu
与非门	yufeimen
与门	yumen
阈值	yuzhi
宇宙速度	yuzhousudu
宇宙噪声	yuzhouzaosheng
源点	yuandian
元功	yuangong
圆轨道	yuanguidao
元逻辑	yuanluoji
远日点	yuanridian
原色	yuanse
远视	yuanshi
圆周运动	yuanzhouyundong
原子	yuanzi
原子光谱	yuanziguangpu
原子核	yuanzihe
原子间距	yuanzijianju
原子量表	yuanziliangbiao
远紫外线	yuanziwaixian
原子物理学	yuanziwulixue
原子吸收	yuanzixishou
原子序数	yuanzixushu
跃迁	yueqian
约瑟夫森效应	yuesefusenxiaoying
约束力	yueshuli
运筹学	yunchouxue
运动	yundong
运动轨迹	yundongguiji
运动粘度	yundongniandu
运动速度	yundongsudu
运动学	yundongxue
运动学的	yundongxuede
晕光	yunguang
运流电流	yunliudianliu
云室	yunshi
匀速运动	yunsuyundong
运算放大器	yunsuanfangdaqi
杂散电容	zasandianrong
匝数	zashu
匝数比	zashubi
载波	zaibo
载流子	zailiuzi
在线测量	zaixianceliang
暂态过程	zantaiguocheng
噪声	zaosheng
噪声温度	zaoshengwendu
噪声指数	zaoshengzhishu
增量磁导率	zengliangcidaolv
增益	zengyi
增殖反应堆	zengzhifanyingdui
栅距	zhaju
窄缝	zhaifeng
斩波器	zhanboqi
障碍物	zhangaiwu
章动	zhangdong
张力	zhangli
张力计	zhangliji
张量	zhangliang
张量磁导率	zhangliangcidaolv
照度	zhaodu
照度计	zhaoduji
照盲程学	zhaomangchengxue
照闷	zhaomen
兆欧	zhaoou
折射	zheshe
折射法	zheshefa
折射光	zhesheguang
折射角	zheshejiao
折射率	zheshelv
振荡	zhendang
振荡电路	zhendangdianlu
振荡器	zhendangqi
振荡周期	zhendangzhouqi
振动	zhendong
振动模	zhendongmo
振动模式	zhendongmoshi
振幅	zhenfu
真空	zhenkong
真空管	zhenkongguan
真空规	zhenkonggui
真空热处理	zhenkongrechuli
真空室	zhenkongshi
真空蒸发	zhenkongzhengfa
真空装置	zhenkongzhuangzhi
镇流	zhenliu
真实气体	zhenshiqiti
枕形畸变	zhenxingjibian
真值表	zhenzhibiao
振子	zhenzi
正比计数器	zhengbijishuqi
正电荷	zhengdianhe
正电子	zhengdianzi
正端钮	zhengduanniu
蒸发	zhengfa
蒸发热	zhengfare
正反馈	zhengfankui
正极板	zhengjiban
正交变换	zhengjiaobianhuan
正交表	zhengjiaobiao
正离子	zhenglizi
整流	zhengliu
整流器	zhengliuqi
蒸汽机	zhengqiji
蒸汽涡轮机	zhengqiwolunji
蒸气压	zhengqiya
正弦波振荡器	zhengxianbozhendangqi
正象	zhengxiang
正像	zhengxiang
正向电流	zhengxiangdianliu
正则系综	zhengzexizong
质点	zhidian
纸电容器	zhidianrongqi
制动器	zhidongqi
致断应力	zhiduanyingli
直方图	zhifangtu
织构	zhigou
滞后	zhihou
滞后角	zhihoujiao
置换群	zhihuanqun
直接测量	zhijieceliang
直立电机	zhilidianji
质量	zhiliang
质量亏损	zhiliangkuisun
质量守恒定律	zhiliangshouhengdinglv
质量作用定律	zhiliangzuoyongdinglv
直羚动机	zhilingdongji
指令制导	zhilingzhidao
直流	zhiliu
直流电机	zhiliudianji
直流电桥	zhiliudianqiao
直流稳压电源	zhiliuwenyadianyuan
支路	zhilu
纸色谱法	zhisepufa
指数分布	zhishufenbu
滞弹性	zhitanxing
直线传播	zhixianchuanbo
直线运动	zhixianyundong
质心	zhixin
置信水平	zhixinshuiping
置信限	zhixinxian
质心坐标	zhixinzuobiao
滞止	zhizhi
质子	zhizi
终端设备	zhongduanshebei
终端速度	zhongduansudu
终极速度	zhongjisudu
中间轨道	zhongjianguidao
重力	zhongli
重力场	zhonglichang
重力单位	zhonglidanwei
重力加速度	zhonglijiasudu
重量	zhongliang
中能电子衍射	zhongnengdianziyanshe
中频	zhongpin
重水堆	zhongshuidui
重心	zhongxin
中心极限定理	zhongxinjixiandingli
中性线	zhongxingxian
中子	zhongzi
中子探测器	zhongzitanceqi
中子源	zhongziyuan
周边视觉	zhoubianshijue
昼光照明	zhouguangzhaoming
周期	zhouqi
周期性	zhouqixing
周期运动	zhouqiyundong
周线	zhouxian
轴向加速度	zhouxiangjiasudu
轴向流	zhouxiangliu
轴向色差	zhouxiangsecha
驻波	zhubo
驻波比	zhubobi
主磁通	zhucitong
主点	zhudian
主光轴	zhuguangzhou
驻留轨道	zhuliuguidao
柱面波	zhumianbo
主轴	zhuzhou
主转动惯量	zhuzhuandongguanliang
柱状透镜	zhuzhuangtoujing
转变点	zhuanbiandian
转变温度	zhuanbianwendu
转动惯量	zhuandongguanliang
转动配分函数	zhuandongpeifenhanshu
转换系数	zhuanhuanxishu
转矩	zhuanju
转每秒	zhuanmeimiao
转移	zhuanyi
转子	zhuanzi
转子量计	zhuanziliangji
状态方程	zhuangtaifangcheng
准静态过程	zhunjingtaiguocheng
准确度	zhunquedu
准稳态	zhunwentai
准直	zhunzhi
自动机	zidongji
自动驾驶仪	zidongjiashiyi
自动聚焦	zidongjujiao
自动控制	zidongkongzhi
自动控制理论	zidongkongzhililun
自动频率控制	zidongpinlvkongzhi
自动同步机	zidongtongbuji
自发磁化	zifacihua
自发发射	zifafashe
自发光	zifaguang
自发过程	zifaguocheng
自反	zifan
字符识别	zifushibie
自感	zigan
自感应	ziganying
子格	zige
自激振荡	zijizhendang
自聚焦	zijujiao
自扩散	zikuosan
自扩散系数	zikuosanxishu
自耦变压器	zioubianyaqi
自然对流	ziranduiliu
自然光	ziranguang
自然科学	zirankexue
自然频率	ziranpinlv
自同步	zitongbu
紫外线辐射	ziwaixianfushe
子午光线	ziwuguangxian
自旋	zixuan
自旋共振	zixuangongzhen
自由场	ziyouchang
自由电子	ziyoudianzi
自由度	ziyoudu
自由焓	ziyouhan
自由空间	ziyoukongjian
自由面	ziyoumian
自由能	ziyouneng
自由体积	ziyoutiji
自由体积理论	ziyoutijililun
自由下落	ziyouxialuo
自由旋转	ziyouxuanzhuan
自由振荡	ziyouzhendang
自由振动	ziyouzhendong
自由中子	ziyouzhongzi
自转	zizhuan
纵波	zongbo
总电流	zongdianliu
纵模	zongmo
总吸收量	zongxishouliang
纵向磁化	zongxiangcihua
组分	zufen
组件	zujian
阻抗	zukang
阻抗角	zukangjiao
阻抗匹配	zukangpipei
阻抗三角形	zukangsanjiaoxing
阻力	zuli
阻力系数	zulixishu
阻尼	zuni
阻尼力	zunili
阻尼振荡	zunizhendang
阻尼振动	zunizhendong
组态	zutai
组限	zuxian
阻止本领	zuzhibenling
最大磁导率	zuidacidaolv
最大电流	zuidadianliu
最大负载	zuidafuzai
最大距离	zuidajuli
最大匹配	zuidapipei
最大偏差	zuidapiancha
最大似然法	zuidasiranfa
最大应力	zuidayingli
最大允许速度	zuidayunxusudu
最大值原理	zuidazhiyuanli
最概然分布	zuigairanfenbu
最速下降法	zuisuxiajiangfa
最小二乘法	zuixiaoerchengfa
坐标	zuobiao
作用力	zuoyongli
